caseId,expected,route,jev_correct,gemini_correct,cascade_correct,chosen_status,nativeConfidence,accounted_usd,simulated_ms
test-2649,top_up_failed,jev,True,True,True,ok,1,6.741e-05,345.17809300000226
test-2652,top_up_failed,jev,True,True,True,ok,1,6.7242e-05,281.47386899997946
test-2656,top_up_failed,jev,True,True,True,ok,1,6.7326e-05,383.26863000000594
test-2658,top_up_failed,gemini,True,True,True,ok,0.85,0.000710916,1796.8201309999567
test-2661,top_up_failed,gemini,True,True,True,ok,0.99,0.0006958680000000001,2091.226988999988
test-267,fiat_currency_support,gemini,True,True,True,ok,0.75,0.000674118,1766.8613439999754
test-2670,top_up_failed,gemini,True,True,True,ok,0.98,0.000698202,1702.0786180000005
test-2683,balance_not_updated_after_bank_transfer,gemini,True,True,True,ok,0.99,0.0010260360000000001,1908.0125009999902
test-2688,balance_not_updated_after_bank_transfer,gemini,False,True,True,ok,0.88,0.001664118,2373.238549000118
test-2690,balance_not_updated_after_bank_transfer,gemini,False,False,False,ok,0.83,0.000699828,1661.4640010000148
test-2691,balance_not_updated_after_bank_transfer,jev,False,False,False,ok,1,6.7368e-05,302.441856999998
test-2697,balance_not_updated_after_bank_transfer,gemini,True,True,True,ok,0.5,0.0006757439999999999,1897.7785230000154
test-2716,balance_not_updated_after_bank_transfer,gemini,False,False,False,ok,0.9,0.000720378,1648.7058620000025
test-2717,balance_not_updated_after_bank_transfer,gemini,True,True,True,ok,0.99,0.000696618,1878.3073140000015
test-2726,cash_withdrawal_not_recognised,gemini,True,True,True,ok,0.97,0.000697452,1947.3771190000116
test-2728,cash_withdrawal_not_recognised,jev,True,True,True,ok,1,6.7578e-05,346.74868299998343
test-2729,cash_withdrawal_not_recognised,gemini,True,True,True,ok,0.82,0.001002162,1886.6849129999173
test-2730,cash_withdrawal_not_recognised,gemini,True,False,False,ok,0.5,0.000702204,1838.501258000033
test-2731,cash_withdrawal_not_recognised,jev,True,True,True,ok,1,6.7494e-05,365.7259720000002
test-2739,cash_withdrawal_not_recognised,jev,True,True,True,ok,1,6.7662e-05,342.84447299991734
test-2755,cash_withdrawal_not_recognised,gemini,False,True,True,ok,0.34,0.000698202,1823.5941970000276
test-2761,exchange_charge,jev,False,False,False,ok,1,6.7242e-05,308.31556699995417
test-2769,exchange_charge,jev,True,True,True,ok,1,6.7242e-05,304.91386600001715
test-2773,exchange_charge,jev,True,True,True,ok,1,6.7368e-05,298.29834699997446
test-2777,exchange_charge,gemini,True,True,True,ok,0.94,0.000697452,1505.4306730000535
test-278,fiat_currency_support,gemini,True,True,True,ok,0.68,0.0006757439999999999,1722.5205580000002
test-2784,exchange_charge,jev,True,True,True,ok,1,6.7452e-05,369.7484509999631
test-2787,exchange_charge,gemini,True,True,True,ok,0.94,0.00070062,2107.128990000114
test-2789,exchange_charge,jev,True,True,True,ok,1,6.741e-05,336.537994000013
test-280,card_delivery_estimate,gemini,False,False,False,ok,0.64,0.000694284,1612.1123249999946
test-2806,top_up_by_card_charge,gemini,True,True,True,ok,0.76,0.0006950760000000001,1824.2332179999794
test-281,card_delivery_estimate,gemini,False,False,False,ok,0.95,0.000699036,2479.1735770000014
test-2810,top_up_by_card_charge,gemini,True,True,True,ok,0.96,0.000677328,1910.0175320000853
test-2819,top_up_by_card_charge,gemini,True,True,True,ok,0.99,0.00070062,2471.62111800001
test-2820,top_up_by_card_charge,gemini,True,True,True,ok,0.92,0.000680496,1763.9836650000652
test-2828,top_up_by_card_charge,gemini,True,True,True,ok,0.99,0.0007037879999999999,1727.1939969998784
test-2833,top_up_by_card_charge,gemini,False,False,False,ok,0.95,0.000702996,2026.1778620000114
test-2835,top_up_by_card_charge,gemini,False,False,False,ok,0.57,0.0006958680000000001,2098.0305869999574
test-2840,activate_my_card,jev,True,True,True,ok,1,6.7284e-05,351.5949140000157
test-2846,activate_my_card,jev,True,True,True,ok,1,6.7452e-05,380.04108100000303
test-2848,activate_my_card,gemini,False,False,False,ok,0.97,0.000698244,1989.7415559999645
test-2849,activate_my_card,jev,True,True,True,ok,1,6.741e-05,353.29254299995955
test-2857,activate_my_card,jev,True,True,True,ok,1,6.7242e-05,458.14843499998096
test-2864,activate_my_card,jev,True,True,True,ok,1,6.7242e-05,499.8114310000092
test-2889,cash_withdrawal_charge,jev,True,True,True,ok,1,6.7452e-05,405.46260799997253
test-2894,cash_withdrawal_charge,jev,True,True,True,ok,1,6.741e-05,353.0165430000052
test-2895,cash_withdrawal_charge,jev,True,True,True,ok,1,6.741e-05,359.3567410000833
test-2898,cash_withdrawal_charge,jev,True,True,True,ok,1,6.7368e-05,354.0795919999946
test-2899,cash_withdrawal_charge,jev,True,True,True,ok,1,6.7662e-05,314.09395499998936
test-2905,cash_withdrawal_charge,gemini,True,True,True,ok,0.97,0.0007227959999999999,1807.5605100000394
test-2910,cash_withdrawal_charge,jev,True,True,True,ok,1,6.7788e-05,347.2878529999871
test-2928,card_about_to_expire,jev,True,True,True,ok,1,6.7536e-05,459.22099399997387
test-293,card_delivery_estimate,gemini,True,True,True,ok,0.61,0.0006749519999999999,2786.1136260000058
test-2931,card_about_to_expire,jev,True,True,True,ok,1,6.8124e-05,328.7430239999958
test-2935,card_about_to_expire,jev,True,True,True,ok,1,6.7578e-05,381.1684499999992
test-2943,card_about_to_expire,gemini,True,True,True,ok,0.97,0.00070062,1803.8077200000407
test-2948,card_about_to_expire,gemini,False,False,False,ok,0.26,0.001617786,2580.598609000095
test-2953,card_about_to_expire,jev,True,True,True,ok,1,6.7326e-05,328.0687650000327
test-2959,card_about_to_expire,gemini,False,False,False,ok,0.4,0.0007016219999999999,1864.0425159999868
test-2962,apple_pay_or_google_pay,gemini,False,False,False,ok,0.73,0.00069816,1785.1095809999679
test-2976,apple_pay_or_google_pay,gemini,True,True,True,ok,0.92,0.000699828,1713.4494369999884
test-2979,apple_pay_or_google_pay,gemini,False,True,True,ok,0.54,0.002261202,2869.463376999949
test-2988,apple_pay_or_google_pay,gemini,False,False,False,ok,0.99,0.00241437,3226.7439290000184
test-2991,apple_pay_or_google_pay,gemini,False,False,False,ok,0.77,0.000702996,1676.477440000046
test-2999,apple_pay_or_google_pay,gemini,True,True,True,ok,0.99,0.000701412,1924.7927909999999
test-30,card_arrival,gemini,True,True,True,ok,0.98,0.000673326,1794.0369999999966
test-3006,verify_my_identity,gemini,True,True,True,ok,0.57,0.000672576,2522.5203440000187
test-3011,verify_my_identity,gemini,True,True,True,ok,0.98,0.0006958680000000001,1739.3255450000288
test-3013,verify_my_identity,gemini,True,True,True,ok,0.93,0.0006958680000000001,1665.4944309999992
test-3017,verify_my_identity,gemini,True,True,True,ok,0.86,0.00069666,1897.5165039999993
test-3029,verify_my_identity,gemini,True,True,True,ok,0.98,0.000697452,2005.716733999987
test-3039,verify_my_identity,gemini,True,True,True,ok,0.99,0.0006944939999999999,2892.339687000029
test-3040,country_support,gemini,False,True,True,ok,0.55,0.000698244,1691.7673400000785
test-3043,country_support,jev,True,True,True,ok,1,6.7242e-05,480.0129929999821
test-3054,country_support,gemini,False,False,False,ok,0.43,0.000701412,1743.865664999932
test-3066,country_support,gemini,False,True,True,ok,0.44,0.000698412,1572.6924489999656
test-307,card_delivery_estimate,gemini,True,True,True,ok,0.84,0.000699036,1885.8232509999943
test-3075,country_support,gemini,True,True,True,ok,0.76,0.000702162,1414.4069410001393
test-3079,country_support,gemini,True,True,True,ok,0.78,0.0006749519999999999,1594.5694750000257
test-308,card_delivery_estimate,gemini,False,True,True,ok,0.59,0.00067266,1867.747115000002
test-309,card_delivery_estimate,gemini,True,True,True,ok,0.95,0.0006958680000000001,1541.54929000001
test-31,card_arrival,gemini,True,True,True,ok,0.92,0.000703746,1787.4227340000216
test-319,card_delivery_estimate,gemini,True,True,True,ok,0.58,0.000698244,1791.2583019998856
test-320,automatic_top_up,jev,True,True,True,ok,1,6.762e-05,304.6005259999656
test-322,automatic_top_up,jev,True,True,True,ok,1,6.7914e-05,393.3030399999989
test-341,automatic_top_up,jev,True,True,True,ok,1,6.7872e-05,346.71488300000783
test-345,automatic_top_up,gemini,False,True,True,ok,0.97,0.001427328,2479.616289999918
test-351,automatic_top_up,gemini,True,True,True,ok,0.93,0.000672786,2796.4965820000507
test-354,automatic_top_up,jev,True,True,True,ok,1,6.7536e-05,270.518098999979
test-357,automatic_top_up,gemini,True,True,True,ok,0.49,0.000704496,1899.346222000022
test-363,card_not_working,gemini,True,True,True,ok,0.99,0.000953994,2348.920626999985
test-367,card_not_working,jev,True,True,True,ok,1,6.7494e-05,408.6504480000003
test-37,card_arrival,gemini,True,False,False,ok,0.69,0.000671784,1830.5851669999538
test-373,card_not_working,jev,True,True,True,ok,1,6.7284e-05,1508.7618930000172
test-380,card_not_working,jev,True,True,True,ok,1,6.7326e-05,370.32884099998046
test-385,card_not_working,gemini,True,True,True,ok,0.99,0.000681246,1688.2104909999762
test-397,card_not_working,gemini,False,True,True,ok,0.63,0.0006950760000000001,1816.3474599999608
test-402,exchange_via_app,gemini,True,True,True,ok,0.5,0.00069666,1856.504145999963
test-406,exchange_via_app,gemini,False,True,True,ok,0.65,0.001173492,3568.082813999994
test-414,exchange_via_app,gemini,False,True,True,ok,0.89,0.0006929099999999999,1431.4303089999994
test-42,card_linking,jev,True,True,True,ok,1,6.7368e-05,369.4891419999767
test-421,exchange_via_app,gemini,True,True,True,ok,0.46,0.000699036,2243.3838660000183
test-431,exchange_via_app,gemini,True,True,True,ok,0.44,0.0006958680000000001,3453.24536099995
test-437,exchange_via_app,gemini,True,True,True,ok,0.98,0.0006944939999999999,1791.9857020000345
test-450,lost_or_stolen_card,jev,True,True,True,ok,1,6.7284e-05,449.92354499999783
test-452,lost_or_stolen_card,jev,True,True,True,ok,1,6.741e-05,353.02704299998004
test-456,lost_or_stolen_card,gemini,True,True,True,ok,0.94,0.0007746179999999999,2023.8501440000255
test-461,lost_or_stolen_card,gemini,True,True,True,ok,0.99,0.0007165440000000001,1813.3102990000043
test-462,lost_or_stolen_card,gemini,True,True,True,ok,0.8,0.0006900000000000001,1761.880073999986
test-468,lost_or_stolen_card,jev,True,True,True,ok,1,6.7242e-05,303.6611369999591
test-47,card_linking,gemini,True,True,True,ok,0.98,0.000697452,2202.0541409999714
test-476,lost_or_stolen_card,jev,True,True,True,ok,1,6.7326e-05,297.85293699999966
test-481,age_limit,jev,True,True,True,ok,1,6.7494e-05,341.6797040000092
test-493,age_limit,gemini,True,True,True,ok,0.98,0.0006741599999999999,6035.305207999889
test-507,age_limit,jev,True,True,True,ok,1,6.7662e-05,433.73551700000826
test-510,age_limit,gemini,True,True,True,ok,0.99,0.000698244,2006.5592339999857
test-512,age_limit,jev,True,True,True,ok,1,6.7368e-05,424.73321700003
test-516,age_limit,jev,True,True,True,ok,1,6.7578e-05,324.1945650000125
test-520,pin_blocked,gemini,True,True,True,ok,0.99,0.000692118,1814.3758910001488
test-521,pin_blocked,gemini,False,False,False,ok,0.81,0.0006950760000000001,2194.2931499999977
test-53,card_linking,gemini,True,True,True,ok,0.84,0.000697452,1714.9868349999888
test-531,pin_blocked,jev,True,True,True,ok,1,6.7662e-05,391.33121899998514
test-54,card_linking,gemini,True,True,True,ok,0.99,0.0006950760000000001,1747.033294999972
test-549,pin_blocked,jev,True,True,True,ok,1,6.7452e-05,304.5423460000893
test-555,pin_blocked,gemini,False,False,False,ok,0.97,0.001268202,2310.8405009999406
test-556,pin_blocked,gemini,True,True,True,ok,0.95,0.000691326,4745.618712999974
test-582,contactless_not_working,jev,True,True,True,ok,1,6.8208e-05,416.9201080000057
test-584,contactless_not_working,jev,True,True,True,ok,1,6.804e-05,392.62452900002245
test-585,contactless_not_working,jev,True,True,True,ok,1,6.7368e-05,290.598806999973
test-589,contactless_not_working,jev,True,True,True,ok,1,6.783e-05,311.27981599996565
test-595,contactless_not_working,gemini,True,True,True,ok,0.56,0.00069516,1591.3928460000025
test-596,contactless_not_working,gemini,True,True,True,ok,0.5,0.0006914099999999999,1754.572755000001
test-61,card_linking,gemini,True,True,True,ok,0.98,0.0007053300000000001,2473.2591300000204
test-612,top_up_by_bank_transfer_charge,gemini,False,False,False,ok,0.78,0.000692118,1687.2166780000553
test-617,top_up_by_bank_transfer_charge,gemini,False,False,False,ok,0.83,0.000699036,1894.7474040000234
test-620,top_up_by_bank_transfer_charge,gemini,False,False,False,ok,0.97,0.0006958680000000001,1997.165955999997
test-621,top_up_by_bank_transfer_charge,gemini,False,False,False,ok,0.94,0.000692118,1466.9163160000462
test-622,top_up_by_bank_transfer_charge,gemini,False,False,False,ok,0.99,0.000698244,1887.5480229998939
test-625,top_up_by_bank_transfer_charge,jev,True,True,True,ok,1,6.7452e-05,385.6071210000082
test-636,top_up_by_bank_transfer_charge,gemini,False,True,True,ok,0.89,0.000698244,1912.4046929999895
test-648,pending_top_up,jev,True,True,True,ok,1,6.8208e-05,372.14423099998385
test-657,pending_top_up,gemini,True,True,True,ok,0.95,0.0006950340000000001,1773.7522430000245
test-660,pending_top_up,gemini,True,True,True,ok,0.93,0.00069816,1712.6425079999608
test-663,pending_top_up,jev,True,True,True,ok,1,6.7368e-05,320.27680600003805
test-667,pending_top_up,jev,True,True,True,ok,1,6.7746e-05,306.0564070000546
test-670,pending_top_up,gemini,True,True,True,ok,0.99,0.000701538,1880.7844950000072
test-685,cancel_transfer,gemini,True,True,True,ok,0.97,0.00071346,1783.7796519999392
test-687,cancel_transfer,gemini,True,True,True,ok,0.51,0.000671994,1910.1655330000212
test-691,cancel_transfer,gemini,True,True,True,ok,0.87,0.0006749519999999999,1965.197516999906
test-694,cancel_transfer,gemini,True,True,True,ok,0.97,0.000692376,1653.7618109999457
test-699,cancel_transfer,gemini,True,True,True,ok,0.99,0.0006937019999999999,1678.4990489999764
test-700,cancel_transfer,jev,True,True,True,ok,1,6.7578e-05,337.0195650000096
test-715,cancel_transfer,gemini,True,True,True,ok,0.97,0.00070479,1782.675151000003
test-723,top_up_limits,jev,True,True,True,ok,1,6.7368e-05,409.39735800004564
test-724,top_up_limits,jev,True,True,True,ok,1,6.7368e-05,351.60862299997825
test-739,top_up_limits,jev,True,True,True,ok,1,6.7452e-05,314.6033349999925
test-741,top_up_limits,jev,True,True,True,ok,1,6.7536e-05,336.8309129999252
test-742,top_up_limits,jev,True,True,True,ok,1,6.7368e-05,329.14273499994306
test-754,top_up_limits,jev,True,True,True,ok,1,6.7368e-05,361.0905919999932
test-756,top_up_limits,jev,True,True,True,ok,1,6.7536e-05,360.9965719999891
test-760,wrong_amount_of_cash_received,jev,True,True,True,ok,1,6.9216e-05,296.49936799996067
test-761,wrong_amount_of_cash_received,gemini,True,True,True,ok,0.99,0.000674328,1709.1150989999296
test-763,wrong_amount_of_cash_received,gemini,True,True,True,ok,0.85,0.000699036,3763.4281589998864
test-77,card_linking,jev,True,True,True,ok,1,6.762e-05,378.0443010000745
test-772,wrong_amount_of_cash_received,jev,True,True,True,ok,1,6.825e-05,477.2357029999839
test-780,wrong_amount_of_cash_received,gemini,True,True,True,ok,0.99,0.000696078,1702.8963499999882
test-782,wrong_amount_of_cash_received,gemini,True,True,True,ok,0.98,0.000680496,1680.4310889999615
test-806,card_payment_fee_charged,gemini,True,True,True,ok,0.78,0.0006958680000000001,1742.7155950000015
test-809,card_payment_fee_charged,gemini,True,True,True,ok,0.99,0.000699828,1730.6683659999399
test-811,card_payment_fee_charged,gemini,True,True,True,ok,0.99,0.0006958680000000001,1971.2057559998939
test-813,card_payment_fee_charged,jev,True,True,True,ok,1,6.7452e-05,362.6131119999918
test-822,card_payment_fee_charged,jev,True,False,True,ok,1,6.7368e-05,336.86623399998643
test-835,card_payment_fee_charged,gemini,False,False,False,ok,0.81,0.0011549519999999999,2253.514116999999
test-837,card_payment_fee_charged,jev,True,True,True,ok,1,6.7536e-05,366.66835199994966
test-842,transfer_not_received_by_recipient,gemini,False,False,False,ok,0.72,0.002246202,2907.7022450000513
test-849,transfer_not_received_by_recipient,jev,False,False,False,ok,1,6.7326e-05,334.84604500001296
test-854,transfer_not_received_by_recipient,jev,True,True,True,ok,1,6.7536e-05,399.89824000000954
test-857,transfer_not_received_by_recipient,jev,True,True,True,ok,1,6.7578e-05,420.05725700000767
test-868,transfer_not_received_by_recipient,gemini,False,False,False,ok,0.85,0.001696536,4970.960392999928
test-873,transfer_not_received_by_recipient,gemini,False,False,False,ok,0.99,0.000694284,1457.1837659999728
test-88,exchange_rate,jev,True,False,True,ok,1,6.7284e-05,369.9690620000474
test-889,supported_cards_and_currencies,gemini,True,True,True,ok,0.99,0.000698244,3194.4132110000355
test-892,supported_cards_and_currencies,gemini,True,True,True,ok,0.97,0.0006937019999999999,1922.8816900000675
test-894,supported_cards_and_currencies,gemini,False,False,False,ok,0.99,0.00069687,3230.8502900000894
test-899,supported_cards_and_currencies,gemini,False,True,True,ok,0.99,0.000696078,1785.281486999942
test-900,supported_cards_and_currencies,gemini,True,True,True,ok,0.45,0.000698244,2310.0738119998714
test-904,supported_cards_and_currencies,gemini,True,True,True,ok,0.9,0.000711624,2221.9517480001086
test-910,supported_cards_and_currencies,jev,True,True,True,ok,1,6.7536e-05,388.3672300000908
test-926,getting_virtual_card,gemini,True,True,True,ok,0.98,0.0006944939999999999,1648.8003230000031
test-928,getting_virtual_card,gemini,True,True,True,ok,0.98,0.000693492,1983.4914650000865
test-935,getting_virtual_card,gemini,True,True,True,ok,0.95,0.0006929099999999999,2466.1907270000083
test-937,getting_virtual_card,gemini,True,True,True,ok,0.99,0.000855534,2719.5050289999926
test-942,getting_virtual_card,gemini,True,True,True,ok,0.97,0.000692118,3904.786846999894
test-948,getting_virtual_card,gemini,True,True,True,ok,0.97,0.0006733679999999999,1890.657995000016
test-953,getting_virtual_card,gemini,True,True,True,ok,0.89,0.0006950760000000001,1806.284989000007
test-960,card_acceptance,gemini,True,True,True,ok,0.96,0.000697452,4050.710787000018
test-961,card_acceptance,jev,True,True,True,ok,1,6.7242e-05,394.25735000002896
test-968,card_acceptance,gemini,True,True,True,ok,0.97,0.00069666,2006.631143000006
test-973,card_acceptance,jev,True,True,True,ok,1,6.7284e-05,355.5969419999892
test-986,card_acceptance,jev,True,True,True,ok,1,6.7284e-05,272.51327900006436
test-987,card_acceptance,gemini,True,True,True,ok,0.99,0.000698244,1547.8225790000142
